Protein-Name,note about a transporter encoded by the gene,Gene association,Substrate,Subtype,Family,Family Name,Transporter Class,Transport Reaction,TC number
SCO2128,,,arsenite (ArsA),,ArsAB,The Arsenite-Antimonite (ArsAB) Efflux Family,ATP-Dependent,aso3_e[e] +h2o_c[c] + atp_c[c] -> aso3_c[c] 0 adp_c[c] + h_[c],3.A.4
SCO3577,,,arsenite (ArsA),,ArsAB,The Arsenite-Antimonite (ArsAB) Efflux Family,ATP-Dependent,,3.A.4
SCO2567,,,Unclassified,,DNA-T,The Bacterial Competence-related DNA Transformation Transporter (DNA-T) Family,ATP-Dependent,,3.A.11
SCO2568,,,Unclassified,,DNA-T,The Bacterial Competence-related DNA Transformation Transporter (DNA-T) Family,ATP-Dependent,,3.A.11
SCO5367,,,protons,,F-ATPase,The H+- or Na+-translocating F-type, V-type and A-type ATPase (F-ATPase) Superfamily,h_c[e] +h2o_c[c] + atp_e[e]->h_c[c] + adp_c[c] + h_c[c],3.A.2
SCO5368,,,protons,,F-ATPase,The H+- or Na+-translocating F-type, V-type and A-type ATPase (F-ATPase) Superfamily,h_c[e] +h2o_c[c] + atp_c[c]->h_c[c] + adp_c[c] + h_c[c],3.A.2
SCO5369,,,protons,,F-ATPase,The H+- or Na+-translocating F-type, V-type and A-type ATPase (F-ATPase) Superfamily,h_c[e] +h2o_c[c] + atp_c[c]->h_c[c] + adp_c[c] + h_c[c],3.A.2
SCO5370,,,protons,,F-ATPase,The H+- or Na+-translocating F-type, V-type and A-type ATPase (F-ATPase) Superfamily,h_e[e] +h2o_e[e] + atp_e[e]->h_c[c] + adp_c[c] + h_c[c],3.A.2
SCO5371,,,protons,,F-ATPase,The H+- or Na+-translocating F-type, V-type and A-type ATPase (F-ATPase) Superfamily,h_e[e] +h2o_c[c] + atp_c[c]->h_c[c] + adp_c[c] + h_c[c],3.A.2
SCO5372,,,protons,,F-ATPase,The H+- or Na+-translocating F-type, V-type and A-type ATPase (F-ATPase) Superfamily,h_e[e] +h2o_c[c] + atp_c[c]->h_c[c] + adp_c[c] + h_c[c],3.A.2
SCO5373,,,protons,,F-ATPase,The H+- or Na+-translocating F-type, V-type and A-type ATPase (F-ATPase) Superfamily,h_e[e] +h2o_c[c] + atp_c[c]->h_c[c] + adp_c[c] + h_c[c],3.A.2
SCO5374,,,protons,,F-ATPase,The H+- or Na+-translocating F-type, V-type and A-type ATPase (F-ATPase) Superfamily,h_e[e] +h2o_c[c] + atp_c[c]->h_c[c] + adp_c[c] + h_c[c],3.A.2
SCO6149,,,Unclassified,binding protein,F-ATPase,The H+- or Na+-translocating F-type, V-type and A-type ATPase (F-ATPase) Superfamily,h_e[e] +h2o_c[c] + atp_c[c]->h_c[c] + adp_c[c] + h_c[c],3.A.2
SCO3547,,,proton (vacuolar),,H+-PPase,The H+-translocating Pyrophosphatase (H+-PPase) Family,ATP-Dependent,,3.A.10
SCO5598,,,Unclassified,,IVSP,The Type IV (Conjugal DNA-Protein Transfer or VirB) Secretory Pathway (IVSP) Family,ATP-Dependent,,3.A.7
SCO6849,,,Unclassified,,IVSP,The Type IV (Conjugal DNA-Protein Transfer or VirB) Secretory Pathway (IVSP) Family,ATP-Dependent,,3.A.7
SCO0164,,,zinc/cadmium/cobalt ion,,P-ATPase,The P-type ATPase (P-ATPase) Superfamily,ATP-Dependent,"zn2_e[e] +h2o_c[c] + atp_c[c]->zn2_c[c] + adp_c[c] + h_c[c], cd2_e[e] +h2o_c[c] + atp_c[c]->cd2_c[c] + adp_c[c] + h_c[c], cobalt2_e[e] + atp_c[c] + h2o_c[c]-> cobalt2_c[c] + adp_c[c] + h_c[c]",3.A.3
SCO0860,,,zinc/cadmium/cobalt ion,,P-ATPase,The P-type ATPase (P-ATPase) Superfamily,ATP-Dependent,"zn2_e[e] +h2o_e[e] + atp_e[e]->zn2_c[c] + adp_c[c] + h_c[c], cd2_e[e] +h2o_e[e] + atp_e[e]->cd2_c[c] + adp_c[c] + h_c[c], cobalt2_e[e] + atp_e[e] + h2o_e[e]-> cobalt2_c[c] + adp_c[c] + h_c[c]",3.A.3
SCO1046,,,zinc/cadmium/cobalt ion,,P-ATPase,The P-type ATPase (P-ATPase) Superfamily,ATP-Dependent,,3.A.3
SCO2499,,,calcium ion/manganese ion,,P-ATPase,The P-type ATPase (P-ATPase) Superfamily,ATP-Dependent,,3.A.3
SCO2731,,,zinc/cadmium/cobalt ion,,P-ATPase,The P-type ATPase (P-ATPase) Superfamily,ATP-Dependent,,3.A.3
SCO3216,,,plasma proton,,P-ATPase,The P-type ATPase (P-ATPase) Superfamily,ATP-Dependent,,3.A.3
SCO3716,,,potassium ion,,P-ATPase,The P-type ATPase (P-ATPase) Superfamily,ATP-Dependent,,3.A.3
SCO3717,,,potassium ion,,P-ATPase,The P-type ATPase (P-ATPase) Superfamily,ATP-Dependent,,3.A.3
SCO3718,,,potassium ion,,P-ATPase,The P-type ATPase (P-ATPase) Superfamily,ATP-Dependent,,3.A.3
SCO4332,,,plasma proton,,P-ATPase,The P-type ATPase (P-ATPase) Superfamily,ATP-Dependent,,3.A.3
SCO6460,,,zinc/cadmium/cobalt ion,,P-ATPase,The P-type ATPase (P-ATPase) Superfamily,ATP-Dependent,,3.A.3
Protein-Name,Substrate,Subtype,Family,Family Name,Transporter Class,TC number
SCO3698,arsenite,,ACR3,The Arsenical Resistance-3 (ACR3) Family,Secondary Transporter,2.A.59
SCO6837,arsenite,,ACR3,The Arsenical Resistance-3 (ACR3) Family,Secondary Transporter,2.A.59
SCO4893,Unclassified,,AEC,The Auxin Efflux Carrier (AEC) Family,Secondary Transporter,2.A.69
SCO7197,sodium ion:alanine symporter,,AGCS,The Alanine or Glycine:Cation Symporter (AGCS) Family,Secondary Transporter,2.A.25
SCO0513,Autoinducer-2 export,,AI-2E,The Autoinducer-2 Exporter (AI-2E) Family (Formerly the PerM Family,Secondary Transporter,2.A.86
SCO3797,Autoinducer-2 export,,AI-2E,The Autoinducer-2 Exporter (AI-2E) Family (Formerly the PerM Family,Secondary Transporter,2.A.86
SCO5030,Autoinducer-2 export,,AI-2E,The Autoinducer-2 Exporter (AI-2E) Family (Formerly the PerM Family,Secondary Transporter,2.A.86
SCO5767,Autoinducer-2 export,,AI-2E,The Autoinducer-2 Exporter (AI-2E) Family (Formerly the PerM Family,Secondary Transporter,2.A.86
SCO0938,amino acid,,APC,The Amino Acid-Polyamine-Organocation (APC) Family,Secondary Transporter,2.A.3
SCO1459,amino acid,,APC,The Amino Acid-Polyamine-Organocation (APC) Family,Secondary Transporter,2.A.3
SCO1683,amino acid,,APC,The Amino Acid-Polyamine-Organocation (APC) Family,Secondary Transporter,2.A.3
SCO2628,GABA,,APC,The Amino Acid-Polyamine-Organocation (APC) Family,Secondary Transporter,2.A.3
SCO2631,GABA,,APC,The Amino Acid-Polyamine-Organocation (APC) Family,Secondary Transporter,2.A.3
SCO2724,amino acid,,APC,The Amino Acid-Polyamine-Organocation (APC) Family,Secondary Transporter,2.A.3
SCO2914,amino acid,,APC,The Amino Acid-Polyamine-Organocation (APC) Family,Secondary Transporter,2.A.3
SCO4097,amino acid,,APC,The Amino Acid-Polyamine-Organocation (APC) Family,Secondary Transporter,2.A.3
SCO4612,amino acid,,APC,The Amino Acid-Polyamine-Organocation (APC) Family,Secondary Transporter,2.A.3
SCO5057,amino acid,,APC,The Amino Acid-Polyamine-Organocation (APC) Family,Secondary Transporter,2.A.3
SCO5900,amino acid,,APC,The Amino Acid-Polyamine-Organocation (APC) Family,Secondary Transporter,2.A.3
SCO5977,amino acid,,APC,The Amino Acid-Polyamine-Organocation (APC) Family,Secondary Transporter,2.A.3
SCO6014,amino acid,,APC,The Amino Acid-Polyamine-Organocation (APC) Family,Secondary Transporter,2.A.3
SCO6385,amino acid,,APC,The Amino Acid-Polyamine-Organocation (APC) Family,Secondary Transporter,2.A.3
SCO6528,arginine:ornithine antiporter,,APC,The Amino Acid-Polyamine-Organocation (APC) Family,Secondary Transporter,2.A.3
SCO6734,amino acid,,APC,The Amino Acid-Polyamine-Organocation (APC) Family,Secondary Transporter,2.A.3
SCO7002,amino acid,,APC,The Amino Acid-Polyamine-Organocation (APC) Family,Secondary Transporter,2.A.3
SCO0791,fusaric acid efflux?,,ArAE,The Aromatic Acid Exporter (ArAE) Family,Secondary Transporter,2.A.85
SCO0796,fusaric acid efflux?,,ArAE,The Aromatic Acid Exporter (ArAE) Family,Secondary Transporter,2.A.85
SCO1099,fusaric acid efflux?,,ArAE,The Aromatic Acid Exporter (ArAE) Family,Secondary Transporter,2.A.85
SCO1118,fusaric acid efflux?,,ArAE,The Aromatic Acid Exporter (ArAE) Family,Secondary Transporter,2.A.85
SCO1985,fusaric acid efflux?,,ArAE,The Aromatic Acid Exporter (ArAE) Family,Secondary Transporter,2.A.85
SCO7159,fusaric acid efflux?,,ArAE,The Aromatic Acid Exporter (ArAE) Family,Secondary Transporter,2.A.85
SCO7318,fusaric acid efflux?,,ArAE,The Aromatic Acid Exporter (ArAE) Family,Secondary Transporter,2.A.85
SCO7736,fusaric acid efflux?,,ArAE,The Aromatic Acid Exporter (ArAE) Family,Secondary Transporter,2.A.85
SCO7367,arsenite (ArsB),,ArsB,The Arsenite-Antimonite (ArsB) Efflux Family,Secondary Transporter,2.A.45
SCO6370,sodium ion:bile acid symporter,,BASS,The Bile Acid:Na+ Symporter (BASS) Family,Secondary Transporter,2.A.28
SCO6990,sodium ion/?,,BASS,The Bile Acid:Na+ Symporter (BASS) Family,Secondary Transporter,2.A.28
SCO6739,glycine betaine/carnitine/choline,,BCCT,The Betaine/Carnitine/Choline Transporter (BCCT) Family,Secondary Transporter,2.A.15
SCO2630,biotin uptake,,BUT,The Biotin Uptake Transporter (BUT) Family,Secondary Transporter,2.A.88
SCO1962,proton:calcium ion antiporter,,CaCA,The Ca2+:Cation Antiporter (CaCA) Family,Secondary Transporter,2.A.19
SCO0776,cation efflux,,CDF,The Cation Diffusion Facilitator (CDF) Family,Secondary Transporter,2.A.4
SCO0874,cation efflux,,CDF,The Cation Diffusion Facilitator (CDF) Family,Secondary Transporter,2.A.4
SCO1310,cation efflux,,CDF,The Cation Diffusion Facilitator (CDF) Family,Secondary Transporter,2.A.4
SCO2772,cation efflux,,CDF,The Cation Diffusion Facilitator (CDF) Family,Secondary Transporter,2.A.4
SCO3024,cation efflux,,CDF,The Cation Diffusion Facilitator (CDF) Family,Secondary Transporter,2.A.4
SCO3521,cation efflux,,CDF,The Cation Diffusion Facilitator (CDF) Family,Secondary Transporter,2.A.4
SCO6751,cation efflux,,CDF,The Cation Diffusion Facilitator (CDF) Family,Secondary Transporter,2.A.4
SCO1710,proton:citrate symporter,,CitMHS,The Citrate-Mg2+:H+ (CitM) Citrate-Ca2+:H+ (CitH) Symporter (CitMHS) Family,Secondary Transporter,2.A.11
SCO6320,chloride ion channel,,ClC,The Chloride Carrier/Channel (ClC) Family,Secondary Transporter,2.A.49
SCO2071,sodium ion:proton antiporter,,CPA1,The Monovalent Cation:Proton Antiporter-1 (CPA1) Family,Secondary Transporter,2.A.36
SCO3185,sodium ion:proton antiporter,,CPA1,The Monovalent Cation:Proton Antiporter-1 (CPA1) Family,Secondary Transporter,2.A.36
SCO3603,sodium ion:proton antiporter,,CPA1,The Monovalent Cation:Proton Antiporter-1 (CPA1) Family,Secondary Transporter,2.A.36
SCO5246,sodium ion:proton antiporter,,CPA1,The Monovalent Cation:Proton Antiporter-1 (CPA1) Family,Secondary Transporter,2.A.36
SCO3279,potassium/sodium ion:proton antiporter,,CPA2,The Monovalent Cation:Proton Antiporter-2 (CPA2) Family,Secondary Transporter,2.A.37
SCO3602,potassium/sodium ion:proton antiporter,,CPA2,The Monovalent Cation:Proton Antiporter-2 (CPA2) Family,Secondary Transporter,2.A.37
SCO5782,potassium/sodium ion:proton antiporter,,CPA2,The Monovalent Cation:Proton Antiporter-2 (CPA2) Family,Secondary Transporter,2.A.37
SCO5974,potassium/sodium ion:proton antiporter,,CPA2,The Monovalent Cation:Proton Antiporter-2 (CPA2) Family,Secondary Transporter,2.A.37
SCO7384,potassium/sodium ion:proton antiporter,,CPA2,The Monovalent Cation:Proton Antiporter-2 (CPA2) Family,Secondary Transporter,2.A.37
SCO6955,sodium ion:proton antiporter,,CPA3,The Monovalent Cation (K+ or Na+):Proton Antiporter-3 (CPA3) Family,Secondary Transporter,2.A.63
SCO6957,multicomponent sodium ion:proton antiporter,MnhE,CPA3,The Monovalent Cation (K+ or Na+):Proton Antiporter-3 (CPA3) Family,Secondary Transporter,2.A.63
SCO6958,multicomponent sodium ion:proton antiporter,MnhF,CPA3,The Monovalent Cation (K+ or Na+):Proton Antiporter-3 (CPA3) Family,Secondary Transporter,2.A.63
SCO6959,multicomponent sodium ion:proton antiporter,MnhG,CPA3,The Monovalent Cation (K+ or Na+):Proton Antiporter-3 (CPA3) Family,Secondary Transporter,2.A.63
SCO4573,multicomponent sodium ion:proton antiporter,MnhA,CPA3,The Monovalent Cation (K+ or Na+):Proton Antiporter-3 (CPA3) Family,Secondary Transporter,2.A.63
SCO4606,multicomponent sodium ion:proton antiporter,MnhA,CPA3,The Monovalent Cation (K+ or Na+):Proton Antiporter-3 (CPA3) Family,Secondary Transporter,2.A.63
SCO6954,multicomponent sodium ion:proton antiporter,MnhA,CPA3,The Monovalent Cation (K+ or Na+):Proton Antiporter-3 (CPA3) Family,Secondary Transporter,2.A.63
SCO6956,multicomponent sodium ion:proton antiporter,MnhD,CPA3,The Monovalent Cation (K+ or Na+):Proton Antiporter-3 (CPA3) Family,Secondary Transporter,2.A.63
SCO4498,proton/sodium ion:glutamate/aspartate symporter,,DAACS,The Dicarboxylate/Amino Acid:Cation (Na+ or H+) Symporter (DAACS) Family,Secondary Transporter,2.A.23
SCO5436,proton/sodium ion:glutamate/aspartate symporter,,DAACS,The Dicarboxylate/Amino Acid:Cation (Na+ or H+) Symporter (DAACS) Family,Secondary Transporter,2.A.23
SCO2144,sodium ion:dicarboxylate/sulfate,,DASS,The Divalent Anion:Na+ Symporter (DASS) Family,Secondary Transporter,2.A.47
SCO0973,drug/metabolite?,,DMT,The Drug/Metabolite Transporter (DMT) Superfamily,Secondary Transporter,2.A.7
SCO1128,drug/metabolite?,,DMT,The Drug/Metabolite Transporter (DMT) Superfamily,Secondary Transporter,2.A.7
SCO1313,drug/metabolite?,,DMT,The Drug/Metabolite Transporter (DMT) Superfamily,Secondary Transporter,2.A.7
SCO1359,drug/metabolite?,,DMT,The Drug/Metabolite Transporter (DMT) Superfamily,Secondary Transporter,2.A.7
SCO1362,drug/metabolite?,,DMT,The Drug/Metabolite Transporter (DMT) Superfamily,Secondary Transporter,2.A.7
SCO1363,drug/metabolite?,DME,DMT,The Drug/Metabolite Transporter (DMT) Superfamily,Secondary Transporter,2.A.7
SCO1588,drug/metabolite?,,DMT,The Drug/Metabolite Transporter (DMT) Superfamily,Secondary Transporter,2.A.7
SCO1704,drug/metabolite?,,DMT,The Drug/Metabolite Transporter (DMT) Superfamily,Secondary Transporter,2.A.7
SCO1918,multidrug efflux (SMR),SMR,DMT,The Drug/Metabolite Transporter (DMT) Superfamily,Secondary Transporter,2.A.7
SCO2293,drug/metabolite?,,DMT,The Drug/Metabolite Transporter (DMT) Superfamily,Secondary Transporter,2.A.7
SCO2645,drug/metabolite?,,DMT,The Drug/Metabolite Transporter (DMT) Superfamily,Secondary Transporter,2.A.7
SCO2646,drug/metabolite?,,DMT,The Drug/Metabolite Transporter (DMT) Superfamily,Secondary Transporter,2.A.7
SCO2756,drug/metabolite?,,DMT,The Drug/Metabolite Transporter (DMT) Superfamily,Secondary Transporter,2.A.7
SCO2898,multidrug efflux (SMR),SMR,DMT,The Drug/Metabolite Transporter (DMT) Superfamily,Secondary Transporter,2.A.7
SCO3164,drug/metabolite?,,DMT,The Drug/Metabolite Transporter (DMT) Superfamily,Secondary Transporter,2.A.7
SCO3297,drug/metabolite?,,DMT,The Drug/Metabolite Transporter (DMT) Superfamily,Secondary Transporter,2.A.7
SCO4374,drug/metabolite?,DME,DMT,The Drug/Metabolite Transporter (DMT) Superfamily,Secondary Transporter,2.A.7
SCO4592,drug/metabolite?,,DMT,The Drug/Metabolite Transporter (DMT) Superfamily,Secondary Transporter,2.A.7
SCO5210,multidrug efflux (SMR),SMR,DMT,The Drug/Metabolite Transporter (DMT) Superfamily,Secondary Transporter,2.A.7
SCO5531,drug/metabolite?,,DMT,The Drug/Metabolite Transporter (DMT) Superfamily,Secondary Transporter,2.A.7
SCO5851,drug/metabolite?,,DMT,The Drug/Metabolite Transporter (DMT) Superfamily,Secondary Transporter,2.A.7
SCO6376,drug/metabolite?,,DMT,The Drug/Metabolite Transporter (DMT) Superfamily,Secondary Transporter,2.A.7
SCO7394,drug/metabolite?,,DMT,The Drug/Metabolite Transporter (DMT) Superfamily,Secondary Transporter,2.A.7
SCO1680,gluconate,,GntP,The Gluconate:H+ Symporter (GntP) Family,Secondary Transporter,2.A.8
SCO4991,gluconate,,GntP,The Gluconate:H+ Symporter (GntP) Family,Secondary Transporter,2.A.8
SCO3029,L-lactate,,LctP,The Lactate Permease (LctP) Family,Secondary Transporter,2.A.14
SCO5763,branched-chain amino acid efflux (AzlC),AzlC,LIV-E,The Branched Chain Amino Acid Exporter (LIV-E) Family,Secondary Transporter,2.A.78
SCO3362,amino acid efflux,,LysE,The L-Lysine Exporter (LysE) Family,Secondary Transporter,2.A.75
SCO7308,lysine efflux,,LysE,The L-Lysine Exporter (LysE) Family,Secondary Transporter,2.A.75
SCO0079,multidrug efflux,,MFS,The Major Facilitator Superfamily (MFS),Secondary Transporter,2.A.1
SCO0213,nitrate,,MFS,The Major Facilitator Superfamily (MFS),Secondary Transporter,2.A.1
SCO0295,multidrug efflux (EmrB/QacA subfamily),,MFS,The Major Facilitator Superfamily (MFS),Secondary Transporter,2.A.1
SCO0313,multidrug efflux,,MFS,The Major Facilitator Superfamily (MFS),Secondary Transporter,2.A.1
SCO0317,multidrug efflux,,MFS,The Major Facilitator Superfamily (MFS),Secondary Transporter,2.A.1
SCO0375,multidrug efflux (EmrB/QacA subfamily),,MFS,The Major Facilitator Superfamily (MFS),Secondary Transporter,2.A.1
SCO0581,D-galactonate,,MFS,The Major Facilitator Superfamily (MFS),Secondary Transporter,2.A.1
SCO0623,multidrug efflux (EmrB/QacA subfamily),,MFS,The Major Facilitator Superfamily (MFS),Secondary Transporter,2.A.1
SCO0680,multidrug efflux (EmrB/QacA subfamily),,MFS,The Major Facilitator Superfamily (MFS),Secondary Transporter,2.A.1
SCO0900,multidrug efflux,,MFS,The Major Facilitator Superfamily (MFS),Secondary Transporter,2.A.1
SCO0994,multidrug efflux,,MFS,The Major Facilitator Superfamily (MFS),Secondary Transporter,2.A.1
SCO1010,sugar,,MFS,The Major Facilitator Superfamily (MFS),Secondary Transporter,2.A.1
SCO1067,multidrug efflux,,MFS,The Major Facilitator Superfamily (MFS),Secondary Transporter,2.A.1
SCO1190,multidrug efflux (EmrB/QacA subfamily),,MFS,The Major Facilitator Superfamily (MFS),Secondary Transporter,2.A.1
SCO1194,multidrug efflux (EmrB/QacA subfamily),,MFS,The Major Facilitator Superfamily (MFS),Secondary Transporter,2.A.1
SCO1225,multidrug efflux,,MFS,The Major Facilitator Superfamily (MFS),Secondary Transporter,2.A.1
SCO1411,metabolite (benzoate?),,MFS,The Major Facilitator Superfamily (MFS),Secondary Transporter,2.A.1
SCO1420,multidrug efflux?,,MFS,The Major Facilitator Superfamily (MFS),Secondary Transporter,2.A.1
SCO1448,sugar efflux?,,MFS,The Major Facilitator Superfamily (MFS),Secondary Transporter,2.A.1
SCO1457,multidrug efflux,,MFS,The Major Facilitator Superfamily (MFS),Secondary Transporter,2.A.1
SCO1567,multidrug efflux (EmrB/QacA subfamily),,MFS,The Major Facilitator Superfamily (MFS),Secondary Transporter,2.A.1
SCO1641,multidrug efflux,,MFS,The Major Facilitator Superfamily (MFS),Secondary Transporter,2.A.1
SCO1709,multidrug efflux,,MFS,The Major Facilitator Superfamily (MFS),Secondary Transporter,2.A.1
SCO1751,multidrug efflux (EmrB/QacA subfamily),,MFS,The Major Facilitator Superfamily (MFS),Secondary Transporter,2.A.1
SCO1812,cyanate,,MFS,The Major Facilitator Superfamily (MFS),Secondary Transporter,2.A.1
SCO1892,multidrug efflux,,MFS,The Major Facilitator Superfamily (MFS),Secondary Transporter,2.A.1
SCO2046,multidrug efflux,,MFS,The Major Facilitator Superfamily (MFS),Secondary Transporter,2.A.1
SCO2254,multidrug efflux,,MFS,The Major Facilitator Superfamily (MFS),Secondary Transporter,2.A.1
SCO2264,multidrug efflux,,MFS,The Major Facilitator Superfamily (MFS),Secondary Transporter,2.A.1
SCO2284,multidrug efflux,,MFS,The Major Facilitator Superfamily (MFS),Secondary Transporter,2.A.1
SCO2309,multidrug efflux (EmrB/QacA subfamily),,MFS,The Major Facilitator Superfamily (MFS),Secondary Transporter,2.A.1
SCO2310,multidrug efflux,,MFS,The Major Facilitator Superfamily (MFS),Secondary Transporter,2.A.1
SCO2336,nitrate/nitrite,,MFS,The Major Facilitator Superfamily (MFS),Secondary Transporter,2.A.1
SCO2344,multidrug efflux (EmrB/QacA subfamily),,MFS,The Major Facilitator Superfamily (MFS),Secondary Transporter,2.A.1
SCO2373,multidrug efflux (EmrB/QacA subfamily),,MFS,The Major Facilitator Superfamily (MFS),Secondary Transporter,2.A.1
SCO2498,multidrug efflux (EmrB/QacA subfamily),,MFS,The Major Facilitator Superfamily (MFS),Secondary Transporter,2.A.1
SCO2502,multidrug efflux (EmrB/QacA subfamily),,MFS,The Major Facilitator Superfamily (MFS),Secondary Transporter,2.A.1
SCO2536,multidrug efflux,,MFS,The Major Facilitator Superfamily (MFS),Secondary Transporter,2.A.1
SCO2541,D-galactonate,,MFS,The Major Facilitator Superfamily (MFS),Secondary Transporter,2.A.1
SCO2545,multidrug efflux,,MFS,The Major Facilitator Superfamily (MFS),Secondary Transporter,2.A.1
SCO2690,multidrug efflux,,MFS,The Major Facilitator Superfamily (MFS),Secondary Transporter,2.A.1
SCO2812,multidrug efflux,,MFS,The Major Facilitator Superfamily (MFS),Secondary Transporter,2.A.1
SCO2854,multidrug efflux,,MFS,The Major Facilitator Superfamily (MFS),Secondary Transporter,2.A.1
SCO2889,metabolite (benzoate?),,MFS,The Major Facilitator Superfamily (MFS),Secondary Transporter,2.A.1
SCO2937,multidrug efflux,,MFS,The Major Facilitator Superfamily (MFS),Secondary Transporter,2.A.1
SCO2959,nitrate,,MFS,The Major Facilitator Superfamily (MFS),Secondary Transporter,2.A.1
SCO2965,multidrug efflux,,MFS,The Major Facilitator Superfamily (MFS),Secondary Transporter,2.A.1
SCO3186,multidrug efflux,,MFS,The Major Facilitator Superfamily (MFS),Secondary Transporter,2.A.1
SCO3199,multidrug efflux (EmrB/QacA subfamily),,MFS,The Major Facilitator Superfamily (MFS),Secondary Transporter,2.A.1
SCO3206,multidrug efflux (EmrB/QacA subfamily),,MFS,The Major Facilitator Superfamily (MFS),Secondary Transporter,2.A.1
SCO3331,multidrug efflux,,MFS,The Major Facilitator Superfamily (MFS),Secondary Transporter,2.A.1
SCO3366,multidrug efflux (EmrB/QacA subfamily),,MFS,The Major Facilitator Superfamily (MFS),Secondary Transporter,2.A.1
SCO3397,multidrug efflux,,MFS,The Major Facilitator Superfamily (MFS),Secondary Transporter,2.A.1
SCO3507,multidrug efflux,,MFS,The Major Facilitator Superfamily (MFS),Secondary Transporter,2.A.1
SCO3648,multidrug efflux (EmrB/QacA subfamily),,MFS,The Major Facilitator Superfamily (MFS),Secondary Transporter,2.A.1
SCO3809,nitrate/nitrite,,MFS,The Major Facilitator Superfamily (MFS),Secondary Transporter,2.A.1
SCO3898,multidrug efflux,,MFS,The Major Facilitator Superfamily (MFS),Secondary Transporter,2.A.1
SCO3915,multidrug efflux,,MFS,The Major Facilitator Superfamily (MFS),Secondary Transporter,2.A.1
SCO4007,multidrug efflux,,MFS,The Major Facilitator Superfamily (MFS),Secondary Transporter,2.A.1
SCO4024,multidrug efflux (EmrB/QacA subfamily),,MFS,The Major Facilitator Superfamily (MFS),Secondary Transporter,2.A.1
SCO4031,multidrug efflux (EmrB/QacA subfamily),,MFS,The Major Facilitator Superfamily (MFS),Secondary Transporter,2.A.1
SCO4121,multidrug efflux,,MFS,The Major Facilitator Superfamily (MFS),Secondary Transporter,2.A.1
SCO4208,multidrug efflux,,MFS,The Major Facilitator Superfamily (MFS),Secondary Transporter,2.A.1
SCO4265,multidrug efflux (EmrB/QacA subfamily),,MFS,The Major Facilitator Superfamily (MFS),Secondary Transporter,2.A.1
SCO4329,multidrug efflux,,MFS,The Major Facilitator Superfamily (MFS),Secondary Transporter,2.A.1
SCO4337,multidrug efflux,,MFS,The Major Facilitator Superfamily (MFS),Secondary Transporter,2.A.1
SCO4414,glycerol-3-phosphate,,MFS,The Major Facilitator Superfamily (MFS),Secondary Transporter,2.A.1
SCO4446,multidrug efflux,,MFS,The Major Facilitator Superfamily (MFS),Secondary Transporter,2.A.1
SCO4451,multidrug efflux (EmrB/QacA subfamily),,MFS,The Major Facilitator Superfamily (MFS),Secondary Transporter,2.A.1
SCO4462,sugar efflux?,,MFS,The Major Facilitator Superfamily (MFS),Secondary Transporter,2.A.1
SCO4641,multidrug efflux (EmrB/QacA subfamily),,MFS,The Major Facilitator Superfamily (MFS),Secondary Transporter,2.A.1
SCO4896,multidrug efflux,,MFS,The Major Facilitator Superfamily (MFS),Secondary Transporter,2.A.1
SCO5076,multidrug efflux (EmrB/QacA subfamily),,MFS,The Major Facilitator Superfamily (MFS),Secondary Transporter,2.A.1
SCO5083,multidrug efflux (EmrB/QacA subfamily),,MFS,The Major Facilitator Superfamily (MFS),Secondary Transporter,2.A.1
SCO5159,multidrug efflux,,MFS,The Major Facilitator Superfamily (MFS),Secondary Transporter,2.A.1
SCO5401,multidrug efflux,,MFS,The Major Facilitator Superfamily (MFS),Secondary Transporter,2.A.1
SCO5468,multidrug efflux,,MFS,The Major Facilitator Superfamily (MFS),Secondary Transporter,2.A.1
SCO5516,multidrug efflux (EmrB/QacA subfamily),,MFS,The Major Facilitator Superfamily (MFS),Secondary Transporter,2.A.1
SCO5578,multidrug efflux,,MFS,The Major Facilitator Superfamily (MFS),Secondary Transporter,2.A.1
SCO5810,multidrug efflux (EmrB/QacA subfamily),,MFS,The Major Facilitator Superfamily (MFS),Secondary Transporter,2.A.1
SCO5858,multidrug efflux,,MFS,The Major Facilitator Superfamily (MFS),Secondary Transporter,2.A.1
SCO5947,multidrug efflux,,MFS,The Major Facilitator Superfamily (MFS),Secondary Transporter,2.A.1
SCO5950,multidrug efflux (EmrB/QacA subfamily),,MFS,The Major Facilitator Superfamily (MFS),Secondary Transporter,2.A.1
SCO5957,multidrug efflux (EmrB/QacA subfamily),,MFS,The Major Facilitator Superfamily (MFS),Secondary Transporter,2.A.1
SCO6037,multidrug efflux,,MFS,The Major Facilitator Superfamily (MFS),Secondary Transporter,2.A.1
SCO6250,multidrug efflux,,MFS,The Major Facilitator Superfamily (MFS),Secondary Transporter,2.A.1
SCO6278,multidrug efflux (EmrB/QacA subfamily),,MFS,The Major Facilitator Superfamily (MFS),Secondary Transporter,2.A.1
SCO6384,multidrug efflux,,MFS,The Major Facilitator Superfamily (MFS),Secondary Transporter,2.A.1
SCO6427,multidrug efflux,,MFS,The Major Facilitator Superfamily (MFS),Secondary Transporter,2.A.1
SCO6430,multidrug efflux,,MFS,The Major Facilitator Superfamily (MFS),Secondary Transporter,2.A.1
SCO6483,multidrug efflux (EmrB/QacA subfamily),,MFS,The Major Facilitator Superfamily (MFS),Secondary Transporter,2.A.1
